Name,University,JoinYear,Rank,Subfield,,,,,,,,,,,,,,,,,,
Ashutosh Saxena,Cornell University,2009,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Bart Selman,Cornell University,1997,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Carla Gomes,Cornell University,2001,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Charles Van Loan,Cornell University,1975,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Claire Cardie,Cornell University,1994,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Daniel P. Huttenlocher,Cornell University,1998,Full,Computer Vision,,,,,,,,,,,,,,,,,,
David Bindel,Cornell University,2009,Assistant,Software Engineering,,,,,,,,,,,,,,,,,,
David Steurer,Cornell University,2011,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Deborah Estrin,Cornell University,2013,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Dexter Kozen,Cornell University,1985,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Donald P. Greenberg,Cornell University,1968,Full,Graphics,,,,,,,,,,,,,,,,,,
Doug James,Cornell University,2006,Associate,Graphics,,,,,,,,,,,,,,,,,,
E. Gun Sirer,Cornell University,2001,Associate,Operating Systems,,,,,,,,,,,,,,,,,,
Eva Tardos,Cornell University,1989,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Fred B. Schneider,Cornell University,1978,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Hakim Weatherspoon,Cornell University,2006,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Haym Hirsh,Cornell University,2013,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Johannes Gehrke,Cornell University,1999,Full,Data Mining,,,,,,,,,,,,,,,,,,
John E. Hopcroft,Cornell University,1967,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jon Kleinberg,Cornell University,1996,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Joseph Y. Halpern,Cornell University,1996,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Kavita Bala,Cornell University,2000,Associate,Graphics,,,,,,,,,,,,,,,,,,
Kenneth P. Birman,Cornell University,1982,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Lillian Lee,Cornell University,1997,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Nate Foster,Cornell University,2010,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
Noah Snavely,Cornell University,2009,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Rafael Pass,Cornell University,2006,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Ramin Zabih,Cornell University,1994,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Robert Kleinberg,Cornell University,2006,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Robert L. Constable,Cornell University,1968,Full,Programming Languages,,,,,,,,,,,,,,,,,,
Ross Tate,Cornell University,2012,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
Salman Avestimehr,Cornell University,2009,Assistant,Scientific Computing,,,,,,,,,,,,,,,,,,
Serge Belongie,Cornell University,2013,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Steve Marschner,Cornell University,2002,Associate,Graphics,,,,,,,,,,,,,,,,,,
Thorsten Joachims,Cornell University,2001,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Amit Chakrabarti,Dartmouth College,2009,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
David Kotz,Dartmouth College,1991,Associate,Scientific Computing,,,,,,,,,,,,,,,,,,
Devin J. Balkcom,Dartmouth College,2010,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Gevorg Grigoryan,Dartmouth College,2011,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Lisa Fleischer,Dartmouth College,,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Lorenzo Torresani,Dartmouth College,2009,Assistant,Computer Vision,,,,,,,,,,,,,,,,,,
Lorie Loeb,Dartmouth College,2002,Research,Multimedia,,,,,,,,,,,,,,,,,,
Michael Casey,Dartmouth College,2008,Full,Multimedia,,,,,,,,,,,,,,,,,,
Robert Lewis (Scot) Drysdale III,Dartmouth College,1979,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Sergey Bratus,Dartmouth College,,Research,Security & Privacy,,,,,,,,,,,,,,,,,,
Thomas H. Cormen,Dartmouth College,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Xia Zhou,Dartmouth College,2013,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Alexander J. Hartemink,Duke University,2001,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Alvin R. Lebeck,Duke University,2007,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Andrew Hilton,Duke University,2012,Practice,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Ashwin Machanavajjhala,Duke University,2012,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Barbara E. Engelhardt,Duke University,2012,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Benjamin C. Lee,Duke University,2010,Assistant,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Bruce Maggs,Duke University,2009,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Bruce R. Donald,Duke University,2006,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Carla Schlatter Ellis,Duke University,,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Carlo Tomasi,Duke University,2001,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Chris Dwyer,Duke University,2004,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Craig Henriquez,Duke University,,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Daniel J. Sorin,Duke University,2002,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Debmalya Panigrahi,Duke University,2013,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Donald J. Rose,Duke University,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Donald Loveland,Duke University,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Guillermo Sapiro,Duke University,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Jeffrey R. N. Forbes,Duke University,2001,Practice,Computer Education,,,,,,,,,,,,,,,,,,
Jeffrey S. Chase,Duke University,1995,Full,Software Engineering,,,,,,,,,,,,,,,,,,
John A. Board,Duke University,1987,Associate,Computer Education,,,,,,,,,,,,,,,,,,
John H. Reif,Duke University,1986,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
John Harer,Duke University,1993,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jun Yang,Duke University,2001,Associate,Databases,,,,,,,,,,,,,,,,,,
Jungsang Kim,Duke University,2004,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Kamesh Munagala,Duke University,2004,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Katherine Heller,Duke University,,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Kishor S. Trivedi,Duke University,1975,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Krishnendu Chakrabarty,Duke University,1988,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Landon Cox,Duke University,2005,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Lars Arge,Duke University,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Lisa Hsu,Duke University,,Adjunct,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Mauro Maggioni,Duke University,2006,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Owen Astrachan,Duke University,2000,Practice,Programming Languages,,,,,,,,,,,,,,,,,,
Pankaj K. Agarwal,Duke University,2002,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Raluca-Mihaela Gordan,Duke University,2011,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Richard A. Lucic,Duke University,2007,Practice,Computer Education,,,,,,,,,,,,,,,,,,
Robert Calderbank,Duke University,,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Robert L. Bryant,Duke University,1987,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Robert Wagner,Duke University,2006,Full,Computer Education,,,,,,,,,,,,,,,,,,
romit roy choudhury,Duke University,,Adjunct,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Ronald E. Parr,Duke University,2000,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Sayan Mukherjee,Duke University,,Associate,Computer Education,,,,,,,,,,,,,,,,,,
Scott C. Schmidler,Duke University,,Associate,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Shivnath Babu,Duke University,2011,Full,Databases,,,,,,,,,,,,,,,,,,
Silvia Ferrari,Duke University,2005,Associate,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Sina Farsiu,Duke University,2007,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Susan H. Rodger,Duke University,1994,Practice,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Theo Benson,Duke University,2013,Assistant,Networks & Communications,,,,,,,,,,,,,,,,,,
Timothy Lenoir,Duke University,,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Vincent Conitzer,Duke University,2006,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Xiaobai Sun,Duke University,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Xiaowei Yang,Duke University,2008,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Aaron Bobick,Georgia Institute of Technology,1999,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Alberto Apostolico,Georgia Institute of Technology,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Alessandro Orso,Georgia Institute of Technology,2000,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Alex Endert,Georgia Institute of Technology,2014,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Alexander Gray,Georgia Institute of Technology,2005,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Alexandra Boldyreva,Georgia Institute of Technology,2004,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Amy Bruckman,Georgia Institute of Technology,,Full,Computer Education,,,,,,,,,,,,,,,,,,
Andrea Thomaz,Georgia Institute of Technology,,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Annie Antón,Georgia Institute of Technology,,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Ashok Goel,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Beki Grinter,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Betsy DiSalvo,Georgia Institute of Technology,2012,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Blair MacIntyre,Georgia Institute of Technology,1999,Associate,Graphics,,,,,,,,,,,,,,,,,,
Bruce Walker,Georgia Institute of Technology,,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Calton Pu,Georgia Institute of Technology,1999,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Charles Eastman,Georgia Institute of Technology,,Full,Databases,,,,,,,,,,,,,,,,,,
Charles Isbell - Jr.,Georgia Institute of Technology,,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Chris Peikert,Georgia Institute of Technology,2009,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Colin Potts,Georgia Institute of Technology,1992,Associate,Software Engineering,,,,,,,,,,,,,,,,,,
Concettina Guerra,Georgia Institute of Technology,2005,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Constantine Dovrolis,Georgia Institute of Technology,2002,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Dana Randall,Georgia Institute of Technology,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
David A. Bader,Georgia Institute of Technology,2005,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Edmond Chow,Georgia Institute of Technology,2010,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Edward Omiecinski,Georgia Institute of Technology,1993,Associate,Databases,,,,,,,,,,,,,,,,,,
Elizabeth Mynatt,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Ellen Do,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Ellen Zegura,Georgia Institute of Technology,1993,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Eric Gilbert,Georgia Institute of Technology,2011,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Eric Vigoda,Georgia Institute of Technology,2004,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Frank Dellaert,Georgia Institute of Technology,2001,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Greg Turk,Georgia Institute of Technology,,Full,Graphics,,,,,,,,,,,,,,,,,,
Gregory Abowd,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
H. Venkateswaran,Georgia Institute of Technology,1986,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Hadi Esmaeilzadeh,Georgia Institute of Technology,2013,Assistant,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Haesun Park,Georgia Institute of Technology,,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Henrik Christensen,Georgia Institute of Technology,2006,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Hongyuan Zha,Georgia Institute of Technology,2006,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Hyesoon Kim,Georgia Institute of Technology,2007,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Irfan Essa,Georgia Institute of Technology,,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Jack Poulson,Georgia Institute of Technology,2013,Assistant,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Jacob Eisenstein,Georgia Institute of Technology,,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
James Foley,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
James Rehg,Georgia Institute of Technology,2001,Full,Computer Vision,,,,,,,,,,,,,,,,,,
Janet Kolodner,Georgia Institute of Technology,,Full,Computer Education,,,,,,,,,,,,,,,,,,
Jarek Rossignac,Georgia Institute of Technology,1996,Full,Graphics,,,,,,,,,,,,,,,,,,
Jimeng Sun,Georgia Institute of Technology,2014,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
John Stasko,Georgia Institute of Technology,1989,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Jun Xu,Georgia Institute of Technology,2000,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Karen Liu,Georgia Institute of Technology,2007,Associate,Graphics,,,,,,,,,,,,,,,,,,
Karsten Schwan,Georgia Institute of Technology,,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Keith Edwards,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Lance Fortnow,Georgia Institute of Technology,2012,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Lauren Wilcox,Georgia Institute of Technology,2013,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Le Song,Georgia Institute of Technology,2011,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Leo Mark,Georgia Institute of Technology,1992,Associate,Databases,,,,,,,,,,,,,,,,,,
Ling Liu,Georgia Institute of Technology,1999,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Maria Balcan,Georgia Institute of Technology,2009,Assistant,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
Mark Guzdial,Georgia Institute of Technology,,Full,Computer Education,,,,,,,,,,,,,,,,,,
Mark Riedl,Georgia Institute of Technology,2007,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Mayur Naik,Georgia Institute of Technology,2011,Assistant,Programming Languages,,,,,,,,,,,,,,,,,,
Melody Jackson,Georgia Institute of Technology,,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Merrick Furst,Georgia Institute of Technology,2005,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Michael Best,Georgia Institute of Technology,2008,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Mike Stilman,Georgia Institute of Technology,2008,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Milena Mihail,Georgia Institute of Technology,1989,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Milos Prvulovic,Georgia Institute of Technology,,Associate,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Mostafa Ammar,Georgia Institute of Technology,1985,Full,Networks & Communications,,,,,,,,,,,,,,,,,,
Munmun De Choudhury,Georgia Institute of Technology,2014,Assistant,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Mustaque Ahamad,Georgia Institute of Technology,,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Nancy Nersessian,Georgia Institute of Technology,1993,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Nick Feamster,Georgia Institute of Technology,2011,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Polo Chau,Georgia Institute of Technology,2012,Assistant,Data Mining,,,,,,,,,,,,,,,,,,
Prasad Tetali,Georgia Institute of Technology,1994,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Rahul Basole,Georgia Institute of Technology,2006,Associate,Data Mining,,,,,,,,,,,,,,,,,,
Richard DeMillo,Georgia Institute of Technology,1976,Associate,Security & Privacy,,,,,,,,,,,,,,,,,,
Richard Fujimoto,Georgia Institute of Technology,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Richard Lipton,Georgia Institute of Technology,2000,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Richard Vuduc,Georgia Institute of Technology,2007,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Ronald Arkin,Georgia Institute of Technology,,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Santosh Pande,Georgia Institute of Technology,,Associate,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Santosh Vempala,Georgia Institute of Technology,2003,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Seymour Goodman,Georgia Institute of Technology,2000,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Shamkant Navathe,Georgia Institute of Technology,1980,Associate,Databases,,,,,,,,,,,,,,,,,,
Srinivas Aluru,Georgia Institute of Technology,2013,Full,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
Taesoo Kim,Georgia Institute of Technology,2014,Assistant,Security & Privacy,,,,,,,,,,,,,,,,,,
Thad Starner,Georgia Institute of Technology,,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Thomas Conte,Georgia Institute of Technology,1995,Full,Hardware & Architecture,,,,,,,,,,,,,,,,,,
Tucker Balch,Georgia Institute of Technology,2001,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Umakishore Ramachandran,Georgia Institute of Technology,,Full,Distributed & Parallel Computing,,,,,,,,,,,,,,,,,,
Vijay Vazirani,Georgia Institute of Technology,,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Wenke Lee,Georgia Institute of Technology,2001,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Barbara J. Grosz,Harvard University,1986,Full,Machine Learning & Pattern Recognition,,,,,,,,,,,,,,,,,,
David C. Parkes,Harvard University,2001,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
David Cox,Harvard University,2007,Assistant,Bioinformatics & Computational Biology,,,,,,,,,,,,,,,,,,
David M. Brooks,Harvard University,2002,Full,Software Engineering,,,,,,,,,,,,,,,,,,
Eddie Kohler,Harvard University,2001,Associate,Networks & Communications,,,,,,,,,,,,,,,,,,
Greg Morrisett,Harvard University,2004,Full,Programming Languages,,,,,,,,,,,,,,,,,,
H.T. Kung,Harvard University,1992,Full,Databases,,,,,,,,,,,,,,,,,,
Hanspeter Pfister,Harvard University,2007,Full,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Harry R. Lewis,Harvard University,1968,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
James H. Waldo,Harvard University,2011,Full,Scientific Computing,,,,,,,,,,,,,,,,,,
Jelani Nelson,Harvard University,2013,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Jonathan Zittrain,Harvard University,2008,Full,Security & Privacy,,,,,,,,,,,,,,,,,,
Krzysztof Gajos,Harvard University,2009,Associate,Human-Computer Interaction,,,,,,,,,,,,,,,,,,
Leslie Valiant,Harvard University,1982,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Margo I. Seltzer,Harvard University,1992,Full,Operating Systems,,,,,,,,,,,,,,,,,,
Michael D. Mitzenmacher,Harvard University,1999,Full,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Michael D. Smith,Harvard University,1992,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Radhika Nagpal,Harvard University,2003,Full,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Ryan P. Adams,Harvard University,2011,Assistant,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Salil P. Vadhan,Harvard University,2009,Associate,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Stephen Chong,Harvard University,2001,Associate,Programming Languages,,,,,,,,,,,,,,,,,,
Steven J. Gortler,Harvard University,2000,Associate,Graphics,,,,,,,,,,,,,,,,,,
Stuart M. Shieber,Harvard University,1988,Full,Natural Language & Speech,,,,,,,,,,,,,,,,,,
Yaron Singer,Harvard University,2013,Assistant,Algorithms & Theory,,,,,,,,,,,,,,,,,,
Yiling Chen,Harvard University,2008,Associate,Artificial Intelligence,,,,,,,,,,,,,,,,,,
Adam Lopez,Johns Hopkins University,2011,Assistant,Natural Language & Speech,,,,,,,,,,,,,,,,,,
